city_name,city_number,cloudiness,country,date,humidity,lat,lon,max_temp,win_peed
Esperance,2071860,19,AU,1613163091,88,-33.8667,121.9,286.15,1.54
Saint-Joseph,6690296,20,RE,1613163313,65,-21.3667,55.6167,300.15,8.23
Dalby,2169535,69,AU,1613163313,74,-27.1833,151.2667,294.82,1.34
Vaini,4032243,75,TO,1613163086,83,-21.2,-175.2,301.15,3.6
Karratha,6620339,85,AU,1613162939,69,-20.7377,116.8463,300.17,2.83
Ruangwa,877433,100,TZ,1613163313,96,-10.0667,38.9333,295.88,2.37
Neiafu,4032420,40,TO,1613163147,89,-18.65,-173.9833,300.15,2.06
Mil'kovo,2123278,1,RU,1613163314,85,54.7167,158.6167,252.62,2.05
Tsumeb,3352593,89,NA,1613163314,89,-19.2333,17.7167,291.55,6.07
Kasempa,912628,100,ZM,1613163314,93,-13.4584,25.8338,291.59,1.79
Salinópolis,3389822,100,BR,1613163314,87,-0.6136,-47.3561,299.72,5.46
Banda Aceh,1215502,67,ID,1613163314,81,5.5577,95.3222,299.26,3.38
Kaitangata,2208248,94,NZ,1613163090,84,-46.2817,169.8464,287.59,2.24
Arraial do Cabo,3471451,90,BR,1613163105,78,-22.9661,-42.0278,299.15,6.69
Maningrida,2067089,100,AU,1613163315,88,-12.0667,134.2667,298.78,2.5
Synya,485215,100,RU,1613163315,88,65.3718,58.0387,246.15,1.28
Pevek,2122090,100,RU,1613162879,89,69.7008,170.3133,243.63,3.13
Grand Forks,5059430,1,US,1613163017,41,47.9417,-97.4337,250.15,4.12
Kitui,191038,100,KE,1613163316,64,-1.367,38.0106,295.17,1.1
Mahébourg,934322,40,MU,1613162922,78,-20.4081,57.7,299.15,7.72
Bathsheba,3374083,40,BB,1613162969,57,13.2167,-59.5167,301.15,9.26
Hilo,5855927,1,US,1613163088,50,19.7297,-155.09,300.15,2.06
Yamada,2110560,16,JP,1613163316,88,39.4667,141.95,273.96,2.44
Vryburg,942511,18,ZA,1613163317,44,-26.9566,24.7284,295.15,3.25
Kavaratti,1267390,100,IN,1613163130,61,10.5669,72.642,300.48,3.01
Tigil',2120612,0,RU,1613163317,78,57.8,158.6667,248.2,1.65
New Norfolk,2155415,37,AU,1613163090,66,-42.7826,147.0587,287.59,0.45
Dauphin,5935341,1,CA,1613163317,57,51.1494,-100.0502,244.15,3.09
Tazovsky,1489853,30,RU,1613163153,82,67.4667,78.7,234.83,2.01
Lufilufi,4035249,38,WS,1613163318,70,-13.8745,-171.5986,301.47,3.73
Saskylakh,2017155,3,RU,1613162936,82,71.9167,114.0833,240.5,1.66
Mount Gambier,2156643,90,AU,1613163153,94,-37.8333,140.7667,287.15,4.63
Gorontalo,1643837,96,ID,1613163318,87,0.5412,123.0595,297.09,1.5
Bykov,2126359,75,RU,1613163318,92,47.3167,142.55,264.15,1.0
Nanortalik,3421765,99,GL,1613163091,88,60.1432,-45.2371,273.47,4.24
Laas,3175096,0,IT,1613163146,73,46.6166,10.7002,272.15,3.09
Ancud,3899695,0,CL,1613163090,49,-41.8697,-73.8203,294.15,3.09
Chui,3443061,100,UY,1613162926,90,-33.6971,-53.4616,294.64,4.53
Caucayá,3671437,81,CO,1613163319,35,-0.1934,-74.7819,307.3,1.67
Cabo San Lucas,3985710,1,MX,1613162913,56,22.8909,-109.9124,297.04,7.72
Vardø,777019,75,NO,1613163086,92,70.3705,31.1107,264.15,6.17
Yellowknife,6185377,1,CA,1613163094,76,62.456,-114.3525,248.71,1.03
Saint George,5546220,75,US,1613162862,38,37.1041,-113.5841,289.82,2.57
Lavrentiya,4031637,100,RU,1613163133,89,65.5833,-171.0,250.69,9.63
Kenora,5991056,75,CA,1613163320,48,49.8167,-94.4337,247.59,2.57
Beringovskiy,2126710,100,RU,1613162868,88,63.05,179.3167,248.07,12.88
Kununurra,2068110,79,AU,1613163161,100,-15.7667,128.7333,299.15,1.95
Fairbanks,5861897,1,US,1613163143,77,64.8378,-147.7164,251.15,0.78
Provideniya,4031574,98,RU,1613163096,87,64.3833,-173.3,253.94,14.47
Souillac,933995,40,MU,1613163106,78,-20.5167,57.5167,299.15,7.72
Kahului,5847411,20,US,1613163010,53,20.8947,-156.47,297.15,2.57
Marrakesh,2542997,0,MA,1613163224,51,31.6315,-8.0083,290.15,2.06
Eyl,60019,100,SO,1613163321,78,7.9803,49.8164,295.33,6.11
Kumul,1529484,32,CN,1613163014,84,42.8,93.45,272.99,1.4
Lawrenceburg,4297581,90,US,1613163322,80,38.0373,-84.8966,272.04,1.54
Takoradze,2294915,15,GH,1613163177,83,4.8845,-1.7554,300.64,5.4
Hirara,1862505,0,JP,1613163140,81,24.8,125.2833,294.49,8.78
San Cristobal,3628473,40,VE,1613163089,51,7.7669,-72.225,304.15,4.12
Kyabé,2429344,15,TD,1613163322,16,9.4515,18.9449,299.21,1.65
Ilulissat,3423146,20,GL,1613162980,66,69.2167,-51.1,256.15,2.06
Upernavik,3418910,0,GL,1613163087,79,72.7868,-56.1549,255.3,3.67
Luanda,2240449,0,AO,1613162682,78,-8.8368,13.2343,300.15,3.6
Morón,3430545,100,AR,1613163126,66,-34.6534,-58.6198,299.82,2.68
Yuty,3436547,48,PY,1613163323,69,-26.6,-56.25,301.22,1.65
Buraidah,107304,0,SA,1613163323,59,26.326,43.975,291.15,3.6
Cary,4459467,90,US,1613163164,86,35.7915,-78.7811,274.82,5.66
Porto Nacional,3452711,75,BR,1613163324,88,-10.7081,-48.4172,298.15,5.14
Zambezi,895953,86,ZM,1613163324,91,-13.5432,23.1047,292.47,1.01
Tiarei,4033356,75,PF,1613163153,62,-17.5333,-149.3333,303.15,6.17
Reno,5511077,40,US,1613163007,49,39.5296,-119.8138,282.15,2.13
Oddur,49747,4,SO,1613163324,64,4.1213,43.8894,295.02,7.38
Pangody,1495626,100,RU,1613163110,83,65.85,74.4859,239.92,1.13
Nosy Varika,1058080,100,MG,1613163149,91,-20.5833,48.5333,297.6,3.55
Stilfontein,952192,0,ZA,1613163325,56,-26.8449,26.7683,293.14,3.22
Monrovia,2274895,0,LR,1613163021,89,6.3005,-10.7969,299.99,3.22
Lázaro Cárdenas,4026082,26,MX,1613163123,61,17.9583,-102.2,298.77,5.31
Merauke,2082539,98,ID,1613163305,89,-8.4667,140.3333,298.85,3.92
Saint-Philippe,935215,20,RE,1613163090,65,-21.3585,55.7679,300.15,8.23
Port Blair,1259385,81,IN,1613163129,77,11.6667,92.75,298.9,3.93
Las Palmas,2515271,20,ES,1613163326,77,28.4204,-14.0131,292.15,8.75
Kruisfontein,986717,100,ZA,1613163123,77,-34.0033,24.7314,298.71,0.45
Klaksvík,2618795,75,FO,1613163104,65,62.2266,-6.589,276.15,9.77
Philadelphia,4560349,90,US,1613163247,40,39.9523,-75.1638,272.15,1.54
Longyearbyen,2729907,90,SJ,1613163014,79,78.2186,15.6401,261.15,4.63
Zhezkazgan,1516589,97,KZ,1613163125,93,47.8043,67.7144,263.16,3.52
Naze,1855540,97,JP,1613163128,89,28.3667,129.4833,290.45,9.55
Bethel,5282297,90,US,1613163115,28,41.3712,-73.414,270.15,2.57
Sabang,1214026,10,ID,1613163327,78,5.8933,95.3214,301.06,5.0
Sepuka,150099,100,TZ,1613163250,94,-4.75,34.5333,290.8,0.92
Severnoye,1492607,7,RU,1613163327,86,56.3491,78.3619,241.25,2.16
Chernyshevskiy,2025456,100,RU,1613163328,87,63.0128,112.4714,242.95,1.71
Saldanha,3361934,0,ZA,1613163002,83,-33.0117,17.9442,293.15,4.63
Ekibastuz,1524325,22,KZ,1613163084,91,51.6667,75.3667,251.92,3.8
Szczecinek,3083826,84,PL,1613163328,89,53.7079,16.6994,267.59,3.61
Quanzhou,1797353,75,CN,1613163328,82,24.9139,118.5858,290.15,2.0
Harper,2276492,81,LR,1613162941,88,4.375,-7.7169,299.61,3.21
Ambilobe,1082243,100,MG,1613163329,93,-13.2,49.05,296.86,0.86
Szigetcsép,3044492,0,HU,1613163329,52,47.2649,18.9705,267.04,0.89
Tual,1623197,100,ID,1613163101,79,-5.6667,132.75,301.76,4.78
Los Llanos de Aridane,2514651,20,ES,1613163122,72,28.6585,-17.9182,291.15,3.09
Ponta Delgada,3372783,20,PT,1613163082,88,37.7333,-25.6667,289.26,6.17
Kudahuvadhoo,1337607,82,MV,1613163109,66,2.6708,72.8944,300.38,3.81
Capaci,2525392,0,IT,1613163330,88,38.1711,13.2393,286.15,1.54
Kashary,552006,99,RU,1613163330,92,49.04,41.0056,272.71,8.94
Buala,2109528,100,SB,1613163115,88,-8.145,159.5921,299.35,5.16
Yerbogachën,2012956,9,RU,1613163330,85,61.2767,108.0108,239.81,1.6
Bud,4255151,90,US,1613162982,63,39.447,-86.1758,270.37,4.12
Ngunguru,2186111,2,NZ,1613163331,74,-35.6167,174.5,292.59,2.24
